sub_id,name,lat,lon,zone,state,sector,twh
35017,FRIDAY HARBOR,48.6268,-123.038,BPAT,WA,ind,0.022994
35017,FRIDAY HARBOR,48.6268,-123.038,BPAT,WA,road,0.000725
35018,SEQUIM 1,48.0874,-123.158,BPAT,WA,bldg,0.144405
35018,SEQUIM 1,48.0874,-123.158,BPAT,WA,ind,0.039736
35018,SEQUIM 1,48.0874,-123.158,BPAT,WA,road,0.001253
35019,SEQUIM 2,48.0024,-123.082,BPAT,WA,bldg,0.144405
35019,SEQUIM 2,48.0024,-123.082,BPAT,WA,ind,0.039736
35019,SEQUIM 2,48.0024,-123.082,BPAT,WA,road,0.001253
35020,OLYMPIA 1,47.0228,-123.132,PSEI,WA,bldg,0.167836
35020,OLYMPIA 1,47.0228,-123.132,PSEI,WA,ind,0.030508
35020,OLYMPIA 1,47.0228,-123.132,PSEI,WA,rail,0.000491
35020,OLYMPIA 1,47.0228,-123.132,PSEI,WA,road,0.002421
35021,OLYMPIA 2,47.0673,-123.143,PSEI,WA,bldg,0.175005
35021,OLYMPIA 2,47.0673,-123.143,PSEI,WA,ind,0.031811
35021,OLYMPIA 2,47.0673,-123.143,PSEI,WA,rail,0.000512
35021,OLYMPIA 2,47.0673,-123.143,PSEI,WA,road,0.002524
35022,LONGVIEW 1,46.1277,-123.011,BPAT,WA,bldg,0.264571
35022,LONGVIEW 1,46.1277,-123.011,BPAT,WA,ind,0.072803
35022,LONGVIEW 1,46.1277,-123.011,BPAT,WA,road,0.002296
35023,LONGVIEW 2,46.1467,-122.989,BPAT,WA,bldg,0.264571
35023,LONGVIEW 2,46.1467,-122.989,BPAT,WA,ind,0.072803
35023,LONGVIEW 2,46.1467,-122.989,BPAT,WA,road,0.002296
35024,CHEHALIS 1,46.66,-122.963,PSEI,WA,bldg,0.245808
35024,CHEHALIS 1,46.66,-122.963,PSEI,WA,ind,0.044681
35024,CHEHALIS 1,46.66,-122.963,PSEI,WA,rail,0.000719
35024,CHEHALIS 1,46.66,-122.963,PSEI,WA,road,0.003546
35025,OLYMPIA 3,47.1433,-123.021,BPAT,WA,bldg,0.16394
35025,OLYMPIA 3,47.1433,-123.021,BPAT,WA,ind,0.045112
35025,OLYMPIA 3,47.1433,-123.021,BPAT,WA,road,0.001423
35026,OLYMPIA 4,47.1717,-122.923,PSEI,WA,bldg,0.183734
35026,OLYMPIA 4,47.1717,-122.923,PSEI,WA,ind,0.033398
35026,OLYMPIA 4,47.1717,-122.923,PSEI,WA,rail,0.000538
35026,OLYMPIA 4,47.1717,-122.923,PSEI,WA,road,0.00265
35027,WINLOCK,46.4187,-122.896,BPAT,WA,bldg,0.089968
35027,WINLOCK,46.4187,-122.896,BPAT,WA,ind,0.024756
35027,WINLOCK,46.4187,-122.896,BPAT,WA,road,0.000781
35028,CENTRALIA 1,46.7548,-122.848,PSEI,WA,bldg,0.249856
35028,CENTRALIA 1,46.7548,-122.848,PSEI,WA,ind,0.045417
35028,CENTRALIA 1,46.7548,-122.848,PSEI,WA,rail,0.000731
35028,CENTRALIA 1,46.7548,-122.848,PSEI,WA,road,0.003604
35029,BELFAIR,47.4535,-122.926,BPAT,WA,bldg,0.168196
35029,BELFAIR,47.4535,-122.926,BPAT,WA,ind,0.046283
35029,BELFAIR,47.4535,-122.926,BPAT,WA,road,0.00146
35030,CASTLE ROCK 1,46.3394,-122.809,BPAT,WA,bldg,0.113579
35030,CASTLE ROCK 1,46.3394,-122.809,BPAT,WA,ind,0.031254
35030,CASTLE ROCK 1,46.3394,-122.809,BPAT,WA,road,0.000986
35031,OLYMPIA 5,46.9955,-122.858,PSEI,WA,bldg,0.192969
35031,OLYMPIA 5,46.9955,-122.858,PSEI,WA,ind,0.035076
35031,OLYMPIA 5,46.9955,-122.858,PSEI,WA,rail,0.000565
35031,OLYMPIA 5,46.9955,-122.858,PSEI,WA,road,0.002783
35032,OLYMPIA 6,46.9904,-122.886,PSEI,WA,bldg,0.192969
35032,OLYMPIA 6,46.9904,-122.886,PSEI,WA,ind,0.035076
35032,OLYMPIA 6,46.9904,-122.886,PSEI,WA,rail,0.000565
35032,OLYMPIA 6,46.9904,-122.886,PSEI,WA,road,0.002783
35033,EASTSOUND,48.5514,-122.945,BPAT,WA,bldg,0.078453
35033,EASTSOUND,48.5514,-122.945,BPAT,WA,ind,0.021588
35033,EASTSOUND,48.5514,-122.945,BPAT,WA,road,0.000681
35034,OLYMPIA 7,47.0745,-122.852,PSEI,WA,bldg,0.184198
35034,OLYMPIA 7,47.0745,-122.852,PSEI,WA,ind,0.033482
35034,OLYMPIA 7,47.0745,-122.852,PSEI,WA,rail,0.000539
35034,OLYMPIA 7,47.0745,-122.852,PSEI,WA,road,0.002657
35035,PORT TOWNSEND,48.0143,-122.891,PSEI,WA,bldg,0.18268
35035,PORT TOWNSEND,48.0143,-122.891,PSEI,WA,ind,0.033206
35035,PORT TOWNSEND,48.0143,-122.891,PSEI,WA,phase1,0.241022
35035,PORT TOWNSEND,48.0143,-122.891,PSEI,WA,rail,0.000534
35035,PORT TOWNSEND,48.0143,-122.891,PSEI,WA,road,0.002635
35036,TENINO,46.9218,-122.807,PSEI,WA,bldg,0.074092
35036,TENINO,46.9218,-122.807,PSEI,WA,ind,0.013468
35036,TENINO,46.9218,-122.807,PSEI,WA,rail,0.000217
35036,TENINO,46.9218,-122.807,PSEI,WA,road,0.001069
35037,LACEY 1,46.9892,-122.722,PSEI,WA,bldg,0.185252
35037,LACEY 1,46.9892,-122.722,PSEI,WA,ind,0.033674
35037,LACEY 1,46.9892,-122.722,PSEI,WA,rail,0.000542
35037,LACEY 1,46.9892,-122.722,PSEI,WA,road,0.002672
35038,LACEY 2,47.003,-122.791,PSEI,WA,bldg,0.185252
35038,LACEY 2,47.003,-122.791,PSEI,WA,ind,0.033674
35038,LACEY 2,47.003,-122.791,PSEI,WA,rail,0.000542
35038,LACEY 2,47.003,-122.791,PSEI,WA,road,0.002672
35039,OLYMPIA 8,47.1839,-122.752,PSEI,WA,bldg,0.215361
35039,OLYMPIA 8,47.1839,-122.752,PSEI,WA,ind,0.060627
35039,OLYMPIA 8,47.1839,-122.752,PSEI,WA,rail,0.00063
35039,OLYMPIA 8,47.1839,-122.752,PSEI,WA,road,0.003106
35040,BREMERTON 1,47.5276,-122.809,PSEI,WA,bldg,0.152823
35040,BREMERTON 1,47.5276,-122.809,PSEI,WA,ind,0.027779
35040,BREMERTON 1,47.5276,-122.809,PSEI,WA,rail,0.000447
35040,BREMERTON 1,47.5276,-122.809,PSEI,WA,road,0.002204
35041,BREMERTON 2,47.5296,-122.878,PSEI,WA,bldg,0.195078
35041,BREMERTON 2,47.5296,-122.878,PSEI,WA,ind,0.03546
35041,BREMERTON 2,47.5296,-122.878,PSEI,WA,rail,0.000571
35041,BREMERTON 2,47.5296,-122.878,PSEI,WA,road,0.002814
35042,KELSO,46.0854,-122.84,BPAT,WA,bldg,0.263719
35042,KELSO,46.0854,-122.84,BPAT,WA,ind,0.072569
35042,KELSO,46.0854,-122.84,BPAT,WA,road,0.002289
35043,LAKEBAY 1,47.3623,-122.739,BPAT,WA,bldg,0.049599
35043,LAKEBAY 1,47.3623,-122.739,BPAT,WA,ind,0.013648
35043,LAKEBAY 1,47.3623,-122.739,BPAT,WA,road,0.00043
35044,OLYMPIA 9,46.8946,-122.715,PSEI,WA,bldg,0.161806
35044,OLYMPIA 9,46.8946,-122.715,PSEI,WA,ind,0.029412
35044,OLYMPIA 9,46.8946,-122.715,PSEI,WA,rail,0.000473
35044,OLYMPIA 9,46.8946,-122.715,PSEI,WA,road,0.002334
35045,OLYMPIA 10,47.0142,-122.693,PSEI,WA,bldg,0.161806
35045,OLYMPIA 10,47.0142,-122.693,PSEI,WA,ind,0.029412
35045,OLYMPIA 10,47.0142,-122.693,PSEI,WA,rail,0.000473
35045,OLYMPIA 10,47.0142,-122.693,PSEI,WA,road,0.002334
35046,KALAMA,46.0192,-122.767,BPAT,WA,bldg,0.065952
35046,KALAMA,46.0192,-122.767,BPAT,WA,ind,0.018148
35046,KALAMA,46.0192,-122.767,BPAT,WA,road,0.000572
35047,GIG HARBOR 1,47.3039,-122.788,BPAT,WA,bldg,0.125273
35047,GIG HARBOR 1,47.3039,-122.788,BPAT,WA,ind,0.034472
35047,GIG HARBOR 1,47.3039,-122.788,BPAT,WA,road,0.001087
35048,VANCOUVER 1,45.7379,-122.691,BPAT,WA,bldg,0.127514
35048,VANCOUVER 1,45.7379,-122.691,BPAT,WA,ind,0.035089
35048,VANCOUVER 1,45.7379,-122.691,BPAT,WA,road,0.001107
35049,SILVERDALE 1,47.7074,-122.658,PSEI,WA,bldg,0.235561
35049,SILVERDALE 1,47.7074,-122.658,PSEI,WA,ind,0.042818
35049,SILVERDALE 1,47.7074,-122.658,PSEI,WA,rail,0.000689
35049,SILVERDALE 1,47.7074,-122.658,PSEI,WA,road,0.003398
35050,SILVERDALE 2,47.7601,-122.715,PSEI,WA,bldg,0.094123
35050,SILVERDALE 2,47.7601,-122.715,PSEI,WA,ind,0.017109
35050,SILVERDALE 2,47.7601,-122.715,PSEI,WA,rail,0.000275
35050,SILVERDALE 2,47.7601,-122.715,PSEI,WA,road,0.001358
35051,BLAINE 1,48.9,-122.772,PSEI,WA,bldg,0.172306
35051,BLAINE 1,48.9,-122.772,PSEI,WA,ind,0.031321
35051,BLAINE 1,48.9,-122.772,PSEI,WA,rail,0.000504
35051,BLAINE 1,48.9,-122.772,PSEI,WA,road,0.002485
35052,PORT LUDLOW,47.9481,-122.682,PSEI,WA,bldg,0.045839
35052,PORT LUDLOW,47.9481,-122.682,PSEI,WA,ind,0.012904
35052,PORT LUDLOW,47.9481,-122.682,PSEI,WA,rail,0.000134
35052,PORT LUDLOW,47.9481,-122.682,PSEI,WA,road,0.000661
35053,PORT ORCHARD 1,47.5032,-122.614,PSEI,WA,bldg,0.14013
35053,PORT ORCHARD 1,47.5032,-122.614,PSEI,WA,ind,0.025472
35053,PORT ORCHARD 1,47.5032,-122.614,PSEI,WA,rail,0.00041
35053,PORT ORCHARD 1,47.5032,-122.614,PSEI,WA,road,0.002021
35054,PORT ORCHARD 2,47.4023,-122.622,BPAT,WA,bldg,0.148885
35054,PORT ORCHARD 2,47.4023,-122.622,BPAT,WA,ind,0.040969
35054,PORT ORCHARD 2,47.4023,-122.622,BPAT,WA,road,0.001292
35055,RIDGEFIELD,45.8363,-122.686,BPAT,WA,bldg,0.168779
35055,RIDGEFIELD,45.8363,-122.686,BPAT,WA,ind,0.046443
35055,RIDGEFIELD,45.8363,-122.686,BPAT,WA,road,0.001465
35056,VANCOUVER 2,45.7159,-122.652,BPAT,WA,bldg,0.140955
35056,VANCOUVER 2,45.7159,-122.652,BPAT,WA,ind,0.038787
35056,VANCOUVER 2,45.7159,-122.652,BPAT,WA,road,0.001223
35057,VANCOUVER 3,45.6572,-122.775,PGE,WA,bldg,0.093733
35057,VANCOUVER 3,45.6572,-122.775,PGE,WA,ind,0.002666
35057,VANCOUVER 3,45.6572,-122.775,PGE,WA,rail,6.3e-05
35057,VANCOUVER 3,45.6572,-122.775,PGE,WA,road,0.001664
35058,STEILACOOM,47.3081,-122.67,BPAT,WA,bldg,0.080738
35058,STEILACOOM,47.3081,-122.67,BPAT,WA,ind,0.022217
35058,STEILACOOM,47.3081,-122.67,BPAT,WA,road,0.000701
35059,WOODLAND 1,46.0356,-122.568,BPAT,WA,bldg,0.138984
35059,WOODLAND 1,46.0356,-122.568,BPAT,WA,ind,0.038245
35059,WOODLAND 1,46.0356,-122.568,BPAT,WA,road,0.001206
35060,DUPONT,47.1074,-122.665,PSEI,WA,bldg,0.083665
35060,DUPONT,47.1074,-122.665,PSEI,WA,ind,0.015208
35060,DUPONT,47.1074,-122.665,PSEI,WA,rail,0.000245
35060,DUPONT,47.1074,-122.665,PSEI,WA,road,0.001207
35061,VANCOUVER 4,45.5909,-122.658,PGE,WA,bldg,0.100944
35061,VANCOUVER 4,45.5909,-122.658,PGE,WA,ind,0.002871
35061,VANCOUVER 4,45.5909,-122.658,PGE,WA,rail,6.8e-05
35061,VANCOUVER 4,45.5909,-122.658,PGE,WA,road,0.001792
35062,VANCOUVER 5,45.6377,-122.615,BPAT,WA,bldg,0.258701
35062,VANCOUVER 5,45.6377,-122.615,BPAT,WA,ind,0.071188
35062,VANCOUVER 5,45.6377,-122.615,BPAT,WA,road,0.002245
35063,ANACORTES 1,48.5919,-122.692,BPAT,WA,bldg,0.230026
35063,ANACORTES 1,48.5919,-122.692,BPAT,WA,ind,0.040872
35063,ANACORTES 1,48.5919,-122.692,BPAT,WA,road,0.001997
35064,COUPEVILLE,48.1206,-122.581,PSEI,WA,bldg,0.113648
35064,COUPEVILLE,48.1206,-122.581,PSEI,WA,ind,0.020658
35064,COUPEVILLE,48.1206,-122.581,PSEI,WA,rail,0.000332
35064,COUPEVILLE,48.1206,-122.581,PSEI,WA,road,0.001639
35065,ONALASKA,46.6517,-122.651,BPAT,WA,bldg,0.055916
35065,ONALASKA,46.6517,-122.651,BPAT,WA,ind,0.015387
35065,ONALASKA,46.6517,-122.651,BPAT,WA,road,0.000485
35066,RAINIER 1,46.8176,-122.649,PSEI,WA,bldg,0.04723
35066,RAINIER 1,46.8176,-122.649,PSEI,WA,ind,0.008585
35066,RAINIER 1,46.8176,-122.649,PSEI,WA,rail,0.000138
35066,RAINIER 1,46.8176,-122.649,PSEI,WA,road,0.000681
35067,BREMERTON 3,47.7207,-122.703,PSEI,WA,bldg,0.13098
35067,BREMERTON 3,47.7207,-122.703,PSEI,WA,ind,0.023809
35067,BREMERTON 3,47.7207,-122.703,PSEI,WA,rail,0.000383
35067,BREMERTON 3,47.7207,-122.703,PSEI,WA,road,0.001889
35068,BREMERTON 4,47.5662,-122.642,PSEI,WA,bldg,0.13098
35068,BREMERTON 4,47.5662,-122.642,PSEI,WA,ind,0.023809
35068,BREMERTON 4,47.5662,-122.642,PSEI,WA,rail,0.000383
35068,BREMERTON 4,47.5662,-122.642,PSEI,WA,road,0.001889
35069,OAK HARBOR 1,48.2781,-122.63,PSEI,WA,bldg,0.202162
35069,OAK HARBOR 1,48.2781,-122.63,PSEI,WA,ind,0.036747
35069,OAK HARBOR 1,48.2781,-122.63,PSEI,WA,rail,0.000591
35069,OAK HARBOR 1,48.2781,-122.63,PSEI,WA,road,0.002916
35070,OAK HARBOR 2,48.2395,-122.535,PSEI,WA,bldg,0.191409
35070,OAK HARBOR 2,48.2395,-122.535,PSEI,WA,ind,0.053884
35070,OAK HARBOR 2,48.2395,-122.535,PSEI,WA,rail,0.00056
35070,OAK HARBOR 2,48.2395,-122.535,PSEI,WA,road,0.002761
35071,POULSBO 1,47.7984,-122.684,PSEI,WA,bldg,0.149408
35071,POULSBO 1,47.7984,-122.684,PSEI,WA,ind,0.027159
35071,POULSBO 1,47.7984,-122.684,PSEI,WA,rail,0.000437
35071,POULSBO 1,47.7984,-122.684,PSEI,WA,road,0.002155
35072,POULSBO 2,47.7539,-122.658,PSEI,WA,bldg,0.149408
35072,POULSBO 2,47.7539,-122.658,PSEI,WA,ind,0.027159
35072,POULSBO 2,47.7539,-122.658,PSEI,WA,rail,0.000437
35072,POULSBO 2,47.7539,-122.658,PSEI,WA,road,0.002155
35073,BREMERTON 5,47.5231,-122.622,PSEI,WA,bldg,0.1893
35073,BREMERTON 5,47.5231,-122.622,PSEI,WA,ind,0.03441
35073,BREMERTON 5,47.5231,-122.622,PSEI,WA,rail,0.000554
35073,BREMERTON 5,47.5231,-122.622,PSEI,WA,road,0.00273
35074,VANCOUVER 6,45.5753,-122.627,PGE,WA,bldg,0.149241
35074,VANCOUVER 6,45.5753,-122.627,PGE,WA,ind,0.004244
35074,VANCOUVER 6,45.5753,-122.627,PGE,WA,rail,0.000101
35074,VANCOUVER 6,45.5753,-122.627,PGE,WA,road,0.002649
35075,VANCOUVER 7,45.6695,-122.554,BPAT,WA,bldg,0.224426
35075,VANCOUVER 7,45.6695,-122.554,BPAT,WA,ind,0.061756
35075,VANCOUVER 7,45.6695,-122.554,BPAT,WA,road,0.001948
35076,VANCOUVER 8,45.638,-122.606,BPAT,WA,bldg,0.186925
35076,VANCOUVER 8,45.638,-122.606,BPAT,WA,ind,0.051437
35076,VANCOUVER 8,45.638,-122.606,BPAT,WA,road,0.001622
35077,GIG HARBOR 2,47.2477,-122.719,BPAT,WA,bldg,0.318247
35077,GIG HARBOR 2,47.2477,-122.719,BPAT,WA,ind,0.087573
35077,GIG HARBOR 2,47.2477,-122.719,BPAT,WA,road,0.002762
35078,FERNDALE 1,48.8946,-122.67,PSEI,WA,bldg,0.257278
35078,FERNDALE 1,48.8946,-122.67,PSEI,WA,ind,0.046766
35078,FERNDALE 1,48.8946,-122.67,PSEI,WA,rail,0.000753
35078,FERNDALE 1,48.8946,-122.67,PSEI,WA,road,0.003711
35079,LA CENTER,45.8584,-122.666,BPAT,WA,bldg,0.089923
35079,LA CENTER,45.8584,-122.666,BPAT,WA,ind,0.024745
35079,LA CENTER,45.8584,-122.666,BPAT,WA,road,0.00078
35080,GIG HARBOR 3,47.4467,-122.645,PSEI,WA,bldg,0.160456
35080,GIG HARBOR 3,47.4467,-122.645,PSEI,WA,ind,0.029167
35080,GIG HARBOR 3,47.4467,-122.645,PSEI,WA,rail,0.000469
35080,GIG HARBOR 3,47.4467,-122.645,PSEI,WA,road,0.002314
35081,TACOMA 1,47.1496,-122.565,PSEI,WA,bldg,0.147594
35081,TACOMA 1,47.1496,-122.565,PSEI,WA,ind,0.026829
35081,TACOMA 1,47.1496,-122.565,PSEI,WA,rail,0.000432
35081,TACOMA 1,47.1496,-122.565,PSEI,WA,road,0.002129
35082,PORT ORCHARD 3,47.5868,-122.668,PSEI,WA,bldg,0.241127
35082,PORT ORCHARD 3,47.5868,-122.668,PSEI,WA,ind,0.043831
35082,PORT ORCHARD 3,47.5868,-122.668,PSEI,WA,rail,0.000705
35082,PORT ORCHARD 3,47.5868,-122.668,PSEI,WA,road,0.003478
35083,PORT ORCHARD 4,47.6145,-122.62,PSEI,WA,bldg,0.17336
35083,PORT ORCHARD 4,47.6145,-122.62,PSEI,WA,ind,0.031512
35083,PORT ORCHARD 4,47.6145,-122.62,PSEI,WA,rail,0.000507
35083,PORT ORCHARD 4,47.6145,-122.62,PSEI,WA,road,0.002501
35084,VANCOUVER 9,45.7462,-122.552,BPAT,WA,bldg,0.170123
35084,VANCOUVER 9,45.7462,-122.552,BPAT,WA,ind,0.046813
35084,VANCOUVER 9,45.7462,-122.552,BPAT,WA,road,0.001477
35085,VANCOUVER 10,45.6971,-122.584,BPAT,WA,bldg,0.170123
35085,VANCOUVER 10,45.6971,-122.584,BPAT,WA,ind,0.046813
35085,VANCOUVER 10,45.6971,-122.584,BPAT,WA,road,0.001477
35086,VANCOUVER 11,45.6566,-122.64,BPAT,WA,bldg,0.234104
35086,VANCOUVER 11,45.6566,-122.64,BPAT,WA,ind,0.064419
35086,VANCOUVER 11,45.6566,-122.64,BPAT,WA,road,0.002032
35087,OLALLA,47.498,-122.665,PSEI,WA,bldg,0.083159
35087,OLALLA,47.498,-122.665,PSEI,WA,ind,0.015116
35087,OLALLA,47.498,-122.665,PSEI,WA,rail,0.000243
35087,OLALLA,47.498,-122.665,PSEI,WA,road,0.001199
35088,UNIVERSITY PLACE,47.1162,-122.596,PSEI,WA,bldg,0.14907
35088,UNIVERSITY PLACE,47.1162,-122.596,PSEI,WA,ind,0.027097
35088,UNIVERSITY PLACE,47.1162,-122.596,PSEI,WA,rail,0.000436
35088,UNIVERSITY PLACE,47.1162,-122.596,PSEI,WA,road,0.00215
35089,LAKEWOOD 1,47.1492,-122.575,PSEI,WA,bldg,0.139413
35089,LAKEWOOD 1,47.1492,-122.575,PSEI,WA,ind,0.025341
35089,LAKEWOOD 1,47.1492,-122.575,PSEI,WA,rail,0.000408
35089,LAKEWOOD 1,47.1492,-122.575,PSEI,WA,road,0.002011
35090,LAKEWOOD 2,47.0621,-122.607,PSEI,WA,bldg,0.141353
35090,LAKEWOOD 2,47.0621,-122.607,PSEI,WA,ind,0.025694
35090,LAKEWOOD 2,47.0621,-122.607,PSEI,WA,rail,0.000414
35090,LAKEWOOD 2,47.0621,-122.607,PSEI,WA,road,0.002039
35091,TACOMA 2,47.2402,-122.53,BPAT,WA,bldg,0.144853
35091,TACOMA 2,47.2402,-122.53,BPAT,WA,ind,0.03986
35091,TACOMA 2,47.2402,-122.53,BPAT,WA,road,0.001257
35092,TACOMA 3,47.2904,-122.56,BPAT,WA,bldg,0.068193
35092,TACOMA 3,47.2904,-122.56,BPAT,WA,ind,0.018765
35092,TACOMA 3,47.2904,-122.56,BPAT,WA,road,0.000592
35093,BAINBRIDGE ISLAND,47.6283,-122.493,BPAT,WA,bldg,0.24759
35093,BAINBRIDGE ISLAND,47.6283,-122.493,BPAT,WA,ind,0.06813
35093,BAINBRIDGE ISLAND,47.6283,-122.493,BPAT,WA,road,0.002149
35094,KINGSTON,47.8029,-122.537,PSEI,WA,bldg,0.107955
35094,KINGSTON,47.8029,-122.537,PSEI,WA,ind,0.019624
35094,KINGSTON,47.8029,-122.537,PSEI,WA,rail,0.000316
35094,KINGSTON,47.8029,-122.537,PSEI,WA,road,0.001557
35095,ROY 1,47.0922,-122.584,PSEI,WA,bldg,0.11234
35095,ROY 1,47.0922,-122.584,PSEI,WA,ind,0.020421
35095,ROY 1,47.0922,-122.584,PSEI,WA,rail,0.000329
35095,ROY 1,47.0922,-122.584,PSEI,WA,road,0.00162
35096,TACOMA 4,47.3789,-122.464,PSEI,WA,bldg,0.201234
35096,TACOMA 4,47.3789,-122.464,PSEI,WA,ind,0.056649
35096,TACOMA 4,47.3789,-122.464,PSEI,WA,rail,0.000589
35096,TACOMA 4,47.3789,-122.464,PSEI,WA,road,0.002903
35097,VANCOUVER 12,45.5753,-122.604,PGE,WA,bldg,0.096415
35097,VANCOUVER 12,45.5753,-122.604,PGE,WA,ind,0.002742
35097,VANCOUVER 12,45.5753,-122.604,PGE,WA,rail,6.5e-05
35097,VANCOUVER 12,45.5753,-122.604,PGE,WA,road,0.001712
35098,VANCOUVER 13,45.6205,-122.54,BPAT,WA,bldg,0.144987
35098,VANCOUVER 13,45.6205,-122.54,BPAT,WA,ind,0.039897
35098,VANCOUVER 13,45.6205,-122.54,BPAT,WA,road,0.001258
35099,LAKEWOOD 3,47.0746,-122.486,PSEI,WA,bldg,0.061188
35099,LAKEWOOD 3,47.0746,-122.486,PSEI,WA,ind,0.011122
35099,LAKEWOOD 3,47.0746,-122.486,PSEI,WA,rail,0.000179
35099,LAKEWOOD 3,47.0746,-122.486,PSEI,WA,road,0.000883
35100,TACOMA 5,47.2812,-122.419,BPAT,WA,bldg,0.232356
35100,TACOMA 5,47.2812,-122.419,BPAT,WA,ind,0.063939
35100,TACOMA 5,47.2812,-122.419,BPAT,WA,road,0.002017
35101,BATTLE GROUND 1,45.763,-122.424,BPAT,WA,bldg,0.184057
35101,BATTLE GROUND 1,45.763,-122.424,BPAT,WA,ind,0.050647
35101,BATTLE GROUND 1,45.763,-122.424,BPAT,WA,road,0.001598
35102,BATTLE GROUND 2,45.8824,-122.529,BPAT,WA,bldg,0.184057
35102,BATTLE GROUND 2,45.8824,-122.529,BPAT,WA,ind,0.050647
35102,BATTLE GROUND 2,45.8824,-122.529,BPAT,WA,road,0.001598
35103,VANCOUVER 14,45.575,-122.567,PGE,WA,bldg,0.11024
35103,VANCOUVER 14,45.575,-122.567,PGE,WA,ind,0.003135
35103,VANCOUVER 14,45.575,-122.567,PGE,WA,rail,7.5e-05
35103,VANCOUVER 14,45.575,-122.567,PGE,WA,road,0.001957
35104,VANCOUVER 15,45.6766,-122.574,BPAT,WA,bldg,0.165777
